N_Samples,Classical_RBF_F1,Classical_RBF_ROC_AUC,Classical_RBF_Accuracy,Classical_Target_F1_N500,Quantum-ZZ (Linear)_F1,Quantum-ZZ (Linear)_Accuracy,Quantum-ZZ (Linear)_ROC_AUC,Quantum-ZZ (Linear)_Alignment,Quantum-ZZ (Linear)_Condition_Number,Quantum-ZZ (Linear)_Reached_Target,Quantum-ZZ (Full)_F1,Quantum-ZZ (Full)_Accuracy,Quantum-ZZ (Full)_ROC_AUC,Quantum-ZZ (Full)_Alignment,Quantum-ZZ (Full)_Condition_Number,Quantum-ZZ (Full)_Reached_Target,Quantum-CPMap_F1,Quantum-CPMap_Accuracy,Quantum-CPMap_ROC_AUC,Quantum-CPMap_Alignment,Quantum-CPMap_Condition_Number,Quantum-CPMap_Reached_Target
120,1.0,1.0,1.0,1.0,0.890117404986686,0.8833333333333334,0.9571875,0.11250752988390256,7.677892070183268,False,0.9551070521162547,0.9541666666666666,0.9895312500000001,0.11238342900286898,4.858794117492851,False,1.0,1.0,1.0,0.09187574982726869,147615.412510716,True
130,1.0,1.0,1.0,1.0,0.8810023722057415,0.8708333333333332,0.9532812499999999,0.11196887672818234,4.995442014564174,False,0.9610189603372971,0.9604166666666667,0.99515625,0.11049957460232988,4.111256492847661,False,1.0,1.0,1.0,0.08540829721126546,213093.58050774687,True
140,1.0,1.0,1.0,1.0,0.8924220618778885,0.8854166666666666,0.9548958333333332,0.1052760737376427,7.9765608549866105,False,0.956238671319175,0.9541666666666666,0.991171875,0.10755318799373653,4.727246997354493,False,1.0,1.0,1.0,0.08357302835528262,199370.86670419155,True
150,1.0,1.0,1.0,1.0,0.8904293117350318,0.8854166666666666,0.9634375000000001,0.10341215959668199,9.420108716706547,False,0.9593485354820084,0.9583333333333334,0.99609375,0.10472262827297836,6.191127679872465,False,1.0,1.0,1.0,0.08987712483389082,406558.6503296572,True
160,1.0,1.0,1.0,1.0,0.8630590078768599,0.8541666666666666,0.9478125,0.10019479674319193,4.473336418725032,False,0.9612017809765057,0.9604166666666667,0.9940104166666667,0.10309763446266622,5.598498063437603,False,1.0,1.0,1.0,0.08608887955999948,418176.66101401584,True
170,1.0,1.0,1.0,1.0,0.9072760913251711,0.9041666666666667,0.9662499999999999,0.10074447047381067,7.392339929703635,False,0.96911719588894,0.96875,0.9950000000000001,0.10105351753306165,5.82254623796473,False,1.0,1.0,1.0,0.08634415360297072,532771.73468972,True
180,1.0,1.0,1.0,1.0,0.8938412373858555,0.8895833333333333,0.9693229166666667,0.09810631362590842,4.749700157360268,False,0.9712906209974242,0.9708333333333333,0.9950000000000001,0.10165268295508874,5.504285691401098,False,1.0,1.0,1.0,0.08289626844984893,870022.6380701148,True
190,1.0,1.0,1.0,1.0,0.9131719828608261,0.9104166666666668,0.9711458333333334,0.09654372546221666,7.928391139913348,False,0.979397204333854,0.9791666666666666,0.99703125,0.09910217414085222,6.74360868374025,False,1.0,1.0,1.0,0.08279283900005613,1248121.743075435,True
200,1.0,1.0,1.0,1.0,0.9149996528221083,0.9125,0.9705729166666667,0.09530517741525542,10.622735053294338,False,0.979397204333854,0.9791666666666666,0.9944791666666667,0.09763499803963797,6.53636256794751,False,1.0,1.0,1.0,0.08477318316931437,1537618.9544280157,True
210,1.0,1.0,1.0,1.0,0.8936905074475997,0.8895833333333334,0.9679166666666666,0.09776052476016239,12.53187144484784,False,0.9814417177914111,0.9812500000000001,0.99703125,0.09613833151387115,6.939640574902593,False,1.0,1.0,1.0,0.08317730057487689,1383366.0993576194,True
220,1.0,1.0,1.0,1.0,0.9031961206928346,0.9,0.9639583333333333,0.09289789570418455,25.566017562852558,False,0.9731871277764997,0.9729166666666668,0.9963541666666668,0.09686489299086536,6.7264159806744805,False,1.0,1.0,1.0,0.0826446917917752,1467135.8561299192,True
230,1.0,1.0,1.0,1.0,0.9247099812028526,0.9229166666666666,0.9758854166666667,0.09326357972990634,8.63635387147256,False,0.9875000000000002,0.9875000000000002,0.9972395833333333,0.09308016382160976,7.17706398897963,False,1.0,1.0,1.0,0.08081782486227768,3995062.0329760797,True
240,1.0,1.0,1.0,1.0,0.9197983014861997,0.9208333333333334,0.9785937499999999,0.09003542565883198,8.111126172722903,False,0.9813917005342127,0.9812500000000001,0.99578125,0.09510624896130075,7.716192402364101,False,1.0,1.0,1.0,0.08147374645702127,2488213.1517074364,True
250,1.0,1.0,1.0,1.0,0.9243926626752407,0.9229166666666666,0.97640625,0.09008066230996631,12.890898728325125,False,0.9813664596273292,0.9812499999999998,0.9963020833333333,0.09445223163063717,7.82563312973122,False,1.0,1.0,1.0,0.0821324206595226,3868302.591195912,True
260,1.0,1.0,1.0,1.0,0.9286930468009754,0.9291666666666667,0.9802083333333332,0.0888625527989743,9.06377261572672,False,0.9874472573839664,0.9875000000000002,0.9966145833333333,0.09249733553118998,8.145394103326428,False,1.0,1.0,1.0,0.08305482571709726,2936014.5945455045,True
270,1.0,1.0,1.0,1.0,0.9178090721756852,0.9166666666666666,0.9715625000000001,0.08983959984997884,13.162402954328664,False,0.9854812036928525,0.9854166666666666,0.9972916666666666,0.09425654940281981,10.31182760357236,False,1.0,1.0,1.0,0.0820184074635982,4716555.3627565475,True
280,1.0,1.0,1.0,1.0,0.9149906696147547,0.9125,0.9767708333333335,0.0892112662831435,30.25583324042601,False,0.9937106918238993,0.99375,0.9973958333333334,0.09131673671863656,9.346102530330693,False,1.0,1.0,1.0,0.08258004580217561,6231137.068398265,True
290,1.0,1.0,1.0,1.0,0.9182315682483019,0.9166666666666666,0.9769791666666666,0.08922269525305353,12.348181961810798,False,0.9875000000000002,0.9875000000000002,0.9974999999999999,0.09122880814873224,11.13377515501303,False,1.0,1.0,1.0,0.08130636220982819,8804151.764488352,True
300,1.0,1.0,1.0,1.0,0.9222459291488283,0.9208333333333334,0.9739062500000001,0.0880466644625733,16.41671640482594,False,0.991640461215933,0.9916666666666667,0.9979166666666667,0.09067100410191671,11.053641072885247,False,1.0,1.0,1.0,0.0830500734356945,13988934.005638637,True
310,1.0,1.0,1.0,1.0,0.9278137544497463,0.9270833333333334,0.97984375,0.08681085612566099,14.478159781134933,False,0.991640461215933,0.9916666666666667,0.9982291666666668,0.09015367083058305,15.047980338249173,False,1.0,1.0,1.0,0.08157857355285458,10374306.799563482,True
320,1.0,1.0,1.0,1.0,0.9311561649543602,0.93125,0.9796875000000002,0.08732509281945815,28.83882800457155,False,0.991640461215933,0.9916666666666667,0.9976041666666666,0.09019911036114947,15.256990845590277,False,1.0,1.0,1.0,0.08199147132186263,14749861.910119869,True
330,1.0,1.0,1.0,1.0,0.9319581831659126,0.93125,0.9824479166666666,0.08644568711432492,17.498851437821852,False,0.985506444599736,0.9854166666666666,0.9965104166666667,0.08934626119177969,10.491226898836198,False,1.0,1.0,1.0,0.08141754119314044,21525128.961707108,True
340,1.0,1.0,1.0,1.0,0.9155767578766518,0.9145833333333333,0.9770833333333334,0.08588702821670359,32.916625899055965,False,0.9834362139917695,0.9833333333333334,0.9973437500000001,0.08970285685888187,10.758733829254014,False,1.0,1.0,1.0,0.08261917451500529,21526620.449776076,True
350,1.0,1.0,1.0,1.0,0.9264347585968368,0.9249999999999999,0.98,0.08715211354779838,15.62246828177303,False,0.9854812036928525,0.9854166666666666,0.99796875,0.08837661430854034,10.584349082582655,False,1.0,1.0,1.0,0.08176815889842308,23536605.059251558,True
360,1.0,1.0,1.0,1.0,0.9406834936218423,0.9416666666666665,0.9828645833333333,0.08538598520967729,39.332764136521995,False,0.991640461215933,0.9916666666666667,0.9973437500000001,0.08888455640807767,11.499400892361015,False,1.0,1.0,1.0,0.0817986997658085,23151612.049526,True
370,1.0,1.0,1.0,1.0,0.9295210029452997,0.9291666666666667,0.9796354166666666,0.08829733123709711,19.242370997186516,False,0.9875257171504096,0.9874999999999999,0.99625,0.0914736245077596,11.991332937806925,False,1.0,1.0,1.0,0.09367207839086755,28287794.17161228,True
380,1.0,1.0,1.0,1.0,0.9389629985712187,0.9395833333333333,0.9831770833333332,0.08809083939957268,14.70569887825449,False,0.991640461215933,0.9916666666666667,0.9980208333333334,0.09768750069109954,14.356643405652086,False,1.0,1.0,1.0,0.10670781274312824,35935275.44572228,True
390,1.0,1.0,1.0,1.0,0.9406863930769438,0.9416666666666668,0.98109375,0.09045670357081148,18.460705136953703,False,0.9937106918238993,0.99375,0.9972395833333335,0.09923279188564653,18.911319023818162,False,1.0,1.0,1.0,0.11964032592624634,50821497.29227688,True
400,1.0,1.0,1.0,1.0,0.9459821224527106,0.9479166666666666,0.9859895833333333,0.09055807663583382,42.55113534888125,False,0.9937106918238993,0.99375,0.9987499999999999,0.10496819256830751,19.978021304908253,False,1.0,1.0,1.0,0.13176944952510966,49990121.21070625,True
410,1.0,1.0,1.0,1.0,0.9393360733019177,0.9416666666666668,0.9854166666666667,0.09385410403481455,24.363059463115523,False,0.991640461215933,0.9916666666666667,0.9979166666666667,0.10811899910682227,15.588491659528419,False,1.0,1.0,1.0,0.14492229049314,82413965.23616715,True
420,1.0,1.0,1.0,1.0,0.9355829732646201,0.9375,0.9809375,0.09560186438967432,24.638720725773165,False,0.9937106918238993,0.99375,0.9983854166666667,0.11232736033838647,21.208360261567094,False,1.0,1.0,1.0,0.15830021327695748,115916431.0516493,True
430,1.0,1.0,1.0,1.0,0.9324883063273157,0.9354166666666668,0.9855729166666668,0.09674203990169712,26.175253970853518,False,0.987314727907007,0.9875000000000002,0.9983854166666667,0.11711344788370324,15.56104623460822,False,1.0,1.0,1.0,0.17025418967728578,120038790.53722164,True
440,1.0,1.0,1.0,1.0,0.9373551180002792,0.9395833333333333,0.9835416666666666,0.09871611470254242,50.35361172936338,False,0.9937106918238993,0.99375,0.9974999999999999,0.12165069230208002,17.44294636258121,False,1.0,1.0,1.0,0.18242080741851777,169307452.4963644,True
450,1.0,1.0,1.0,1.0,0.9347819936055229,0.9375,0.9814583333333333,0.1012035501949508,50.17713255991641,False,0.9915877185998992,0.9916666666666667,0.99765625,0.1259170283181434,17.863693179468743,False,1.0,1.0,1.0,0.19499782274463928,210320066.0796313,True
460,1.0,1.0,1.0,1.0,0.9365325077399381,0.9395833333333333,0.9851041666666668,0.10187884311857555,51.55714207167135,False,0.9915877185998992,0.9916666666666667,0.9977604166666666,0.1313649853707726,24.084108638061778,False,1.0,1.0,1.0,0.20654676225460175,261881170.2055264,True
470,1.0,1.0,1.0,1.0,0.9365325077399381,0.9395833333333333,0.9858333333333332,0.10475237482701909,55.2524092554597,False,0.989464745375899,0.9895833333333334,0.9981770833333333,0.13517310342981567,19.28920618959248,False,1.0,1.0,1.0,0.21825742063172746,273328407.40647984,True
480,1.0,1.0,1.0,1.0,0.9365325077399381,0.9395833333333333,0.98546875,0.1053406365883442,55.68468102468125,False,0.9873417721518988,0.9875000000000002,0.9981249999999999,0.1397038249764415,25.006601464463927,False,1.0,1.0,1.0,0.22986860185174907,265247585.7233978,True
490,1.0,1.0,1.0,1.0,0.9342105263157895,0.9375,0.9858333333333333,0.10762400626040693,58.42796399810842,False,0.9873417721518988,0.9875000000000002,0.9979687500000001,0.14481723640252478,25.856826774093534,False,1.0,1.0,1.0,0.2411387883097557,355046891.4702097,True
500,1.0,1.0,1.0,1.0,0.9342105263157895,0.9375,0.9856250000000001,0.10934627050184671,59.982652355987256,False,0.9873417721518988,0.9875000000000002,0.9981249999999999,0.14971425032296126,26.717170372823702,False,1.0,1.0,1.0,0.2524058290886443,399899525.023463,True
